"","Attrition_Flag","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
"2750","Existing Customer","M",1,"Graduate","Married","Less than $40K","Blue",3,2,5,3539,2517,0.346,1463,31,0.632,0.711
"2751","Existing Customer","F",3,"College","Married","Unknown","Blue",3,3,4,27175,775,0.543,3814,72,0.8,0.029
"2752","Existing Customer","M",1,"Graduate","Married","$40K - $60K","Silver",6,2,2,17905,980,0.731,4399,64,0.778,0.055
"2753","Existing Customer","M",3,"Graduate","Married","$60K - $80K","Blue",3,1,3,4940,1199,1.57,3246,57,0.9,0.243
"2754","Existing Customer","F",1,"Graduate","Married","Unknown","Blue",5,4,2,3161,1389,0.307,1547,30,0.429,0.439
"2755","Existing Customer","M",0,"Uneducated","Single","$60K - $80K","Blue",4,3,3,2464,0,0.502,2636,50,0.429,0
"2756","Existing Customer","F",0,"High School","Married","$40K - $60K","Blue",5,1,3,3203,2229,1.146,2625,52,0.625,0.696
"2757","Existing Customer","F",1,"College","Divorced","Less than $40K","Blue",3,5,4,1835,1017,0.82,2801,79,0.519,0.554
"2758","Existing Customer","F",5,"Uneducated","Single","Less than $40K","Blue",3,2,2,1993,0,0.539,4075,76,0.689,0
"2759","Existing Customer","M",2,"Unknown","Married","$80K - $120K","Blue",3,3,2,34516,1629,1.078,3448,53,1.038,0.047
"2760","Existing Customer","M",0,"Post-Graduate","Single","Unknown","Blue",5,2,2,7130,873,0.53,2498,37,0.321,0.122
"2761","Existing Customer","M",1,"Uneducated","Divorced","Unknown","Blue",5,3,4,12539,910,0.856,2643,72,0.674,0.073
"2762","Existing Customer","M",4,"High School","Married","$80K - $120K","Blue",6,2,3,8208,0,1.568,3135,39,1.167,0
"2763","Existing Customer","M",2,"Doctorate","Married","$80K - $120K","Blue",4,2,2,26222,1073,1.288,1988,30,0.579,0.041
"2764","Existing Customer","M",4,"College","Divorced","$80K - $120K","Blue",4,2,3,34173,1194,1.056,3731,69,0.816,0.035
"2765","Existing Customer","F",2,"Graduate","Married","$40K - $60K","Blue",5,1,2,3377,1720,0.491,1621,32,0.391,0.509
"2766","Existing Customer","M",2,"Graduate","Married","$120K +","Blue",6,3,2,5882,2335,0.579,1380,30,0.667,0.397
"2767","Existing Customer","M",0,"Graduate","Married","$80K - $120K","Blue",4,3,2,7158,0,0.904,2113,60,0.875,0
"2768","Existing Customer","M",3,"Graduate","Married","Less than $40K","Blue",6,1,4,5833,1747,0.551,3732,75,0.531,0.3
"2769","Existing Customer","F",0,"High School","Single","$40K - $60K","Blue",6,3,4,4152,0,0.804,2351,42,0.312,0
"2770","Existing Customer","M",2,"High School","Single","$40K - $60K","Blue",6,2,3,11699,1758,0.869,2007,46,1,0.15
"2771","Existing Customer","F",2,"Uneducated","Single","$40K - $60K","Blue",6,3,2,4505,1562,0.604,3968,68,0.619,0.347
"2772","Existing Customer","M",2,"Uneducated","Single","$60K - $80K","Blue",6,3,2,7667,1193,1.101,3915,76,0.617,0.156
"2773","Existing Customer","M",4,"Graduate","Single","$120K +","Blue",3,3,4,34516,0,0.572,2574,62,0.771,0
"2774","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",3,2,3,2937,2159,0.67,2511,51,0.7,0.735
"2775","Existing Customer","F",1,"High School","Single","Less than $40K","Blue",5,3,4,5257,1572,0.732,2822,73,0.659,0.299
"2776","Existing Customer","M",2,"High School","Single","$60K - $80K","Blue",6,3,3,10331,957,0.699,3695,81,0.653,0.093
"2777","Existing Customer","M",4,"Uneducated","Married","$60K - $80K","Blue",3,3,3,17557,0,0.667,2142,62,0.378,0
"2778","Existing Customer","F",2,"Graduate","Married","Less than $40K","Blue",6,3,2,4366,1590,0.475,1596,37,0.423,0.364
"2779","Existing Customer","F",4,"Uneducated","Single","Unknown","Blue",6,2,2,8037,2276,0.406,3271,71,0.543,0.283
"2780","Existing Customer","M",2,"Unknown","Married","Less than $40K","Blue",4,1,3,8740,734,1.072,2169,38,0.652,0.084
"2781","Existing Customer","M",3,"Graduate","Single","$120K +","Blue",6,2,3,8514,2013,0.664,4098,74,0.542,0.236
"2782","Existing Customer","F",4,"Uneducated","Single","Less than $40K","Blue",4,3,2,2002,1377,0.671,2411,60,0.714,0.688
"2783","Existing Customer","F",0,"High School","Married","Less than $40K","Blue",5,3,4,3132,1815,1.018,3607,60,0.935,0.58
"2784","Existing Customer","F",0,"College","Married","$40K - $60K","Blue",2,3,3,2010,1070,0.906,3625,85,0.635,0.532
"2785","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",6,2,3,7567,1776,1.275,2361,45,0.875,0.235
"2786","Attrited Customer","M",2,"High School","Single","$40K - $60K","Blue",2,6,4,2381,651,0.592,1920,46,0.586,0.273
"2787","Existing Customer","M",2,"Graduate","Married","$120K +","Silver",6,2,4,34516,2398,0.917,4976,88,0.692,0.069
"2788","Existing Customer","F",3,"Uneducated","Single","Unknown","Blue",6,2,2,16411,1179,0.849,3929,71,0.732,0.072
"2789","Existing Customer","F",4,"High School","Single","Less than $40K","Blue",3,2,0,1438.3,0,0.676,3786,67,0.523,0
"2790","Existing Customer","M",2,"College","Married","$80K - $120K","Blue",2,3,2,3735,1421,0.57,1837,47,0.741,0.38
"2791","Existing Customer","M",2,"Post-Graduate","Single","$60K - $80K","Blue",3,3,1,22127,1799,0.758,3591,63,0.75,0.081
"2792","Existing Customer","F",0,"College","Married","Unknown","Blue",3,2,3,5685,0,1.334,2395,62,1,0
"2793","Existing Customer","M",0,"Uneducated","Single","$40K - $60K","Blue",3,2,2,7348,1466,1.236,3066,61,0.694,0.2
"2794","Attrited Customer","M",2,"Doctorate","Married","$120K +","Blue",3,2,3,11188,0,0.658,2109,47,0.621,0
"2795","Existing Customer","M",3,"Unknown","Single","$120K +","Blue",3,1,5,3650,2512,0.739,4599,75,0.471,0.688
"2796","Existing Customer","F",0,"Post-Graduate","Single","Less than $40K","Blue",5,2,3,5076,1223,0.83,2675,57,0.629,0.241
"2797","Existing Customer","M",4,"Doctorate","Unknown","$60K - $80K","Silver",3,2,2,32658,1482,0.941,2023,37,0.542,0.045
"2798","Existing Customer","M",3,"Uneducated","Married","$80K - $120K","Blue",6,1,2,28634,926,0.622,4549,68,0.659,0.032
"2799","Existing Customer","F",2,"Post-Graduate","Single","Less than $40K","Blue",3,1,3,3414,1473,0.597,1803,49,1.13,0.431
"2800","Existing Customer","M",3,"High School","Married","$80K - $120K","Blue",5,6,1,12315,0,0.895,2028,51,0.545,0
"2801","Existing Customer","F",2,"Uneducated","Married","$40K - $60K","Blue",5,3,3,2690,1912,0.692,3636,68,0.7,0.711
"2802","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Blue",6,2,4,12165,0,1.16,4066,74,0.682,0
"2803","Existing Customer","F",3,"Graduate","Single","Less than $40K","Blue",4,1,3,1792,989,1.202,3102,63,0.703,0.552
"2804","Existing Customer","M",1,"Doctorate","Single","$80K - $120K","Blue",6,3,2,19300,1181,0.764,2660,70,0.795,0.061
"2805","Existing Customer","M",2,"College","Divorced","$40K - $60K","Blue",3,3,4,8120,2098,0.826,3161,54,0.688,0.258
"2806","Existing Customer","M",5,"High School","Married","$80K - $120K","Blue",6,2,2,2292,0,0.976,2584,60,0.5,0
"2807","Existing Customer","M",3,"Uneducated","Married","$80K - $120K","Blue",6,3,3,21434,1345,0.603,2143,46,0.586,0.063
"2808","Existing Customer","F",2,"Graduate","Unknown","Less than $40K","Blue",5,3,4,3424,0,0.765,4929,74,0.574,0
"2809","Existing Customer","M",0,"Unknown","Married","Less than $40K","Blue",3,3,4,2787,1201,0.372,1662,39,0.625,0.431
"2810","Existing Customer","F",3,"College","Single","Unknown","Blue",3,2,3,8696,1482,1.002,2847,67,0.971,0.17
"2811","Existing Customer","M",3,"High School","Married","$120K +","Blue",6,2,3,32446,1974,0.621,1717,39,0.696,0.061
"2812","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",6,3,3,9133,2140,0.649,4101,88,0.63,0.234
"2813","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Blue",3,3,2,5116,1468,0.91,2361,49,0.633,0.287
"2814","Existing Customer","M",2,"Post-Graduate","Married","$80K - $120K","Blue",5,2,1,18974,2517,1.369,2783,56,1,0.133
"2815","Existing Customer","M",4,"Uneducated","Single","$120K +","Blue",6,2,3,12101,2517,0.733,2086,44,0.76,0.208
"2816","Existing Customer","F",1,"High School","Single","$40K - $60K","Blue",5,3,4,5379,962,0.827,1778,40,0.29,0.179
"2817","Existing Customer","M",3,"Graduate","Single","$120K +","Blue",5,3,3,32676,2134,0.797,3990,88,0.76,0.065
"2818","Existing Customer","M",4,"Doctorate","Divorced","$120K +","Blue",4,3,4,34516,1491,0.93,2243,60,0.935,0.043
"2819","Existing Customer","M",2,"Unknown","Married","$120K +","Blue",4,3,4,15202,1779,1.392,3143,60,0.579,0.117
"2820","Existing Customer","F",2,"Unknown","Single","Less than $40K","Blue",5,3,3,2222,1205,0.395,1823,49,0.361,0.542
"2821","Existing Customer","F",2,"Graduate","Single","$40K - $60K","Blue",5,2,4,5858,0,0.853,3355,77,0.604,0
"2822","Existing Customer","F",0,"Graduate","Married","$40K - $60K","Blue",4,2,1,2692,1869,0.744,1594,36,0.895,0.694
"2823","Existing Customer","F",2,"Uneducated","Married","Less than $40K","Blue",6,3,2,7165,2037,0.83,3553,78,0.902,0.284
"2824","Existing Customer","F",3,"High School","Married","Less than $40K","Blue",4,3,4,1438.3,0,1.084,4740,81,0.653,0
"2825","Existing Customer","M",2,"Graduate","Single","$60K - $80K","Silver",5,1,1,26988,1587,0.968,3732,70,0.795,0.059
"2826","Existing Customer","F",1,"Unknown","Single","Less than $40K","Blue",3,3,2,2517,0,0.946,3569,62,0.771,0
"2827","Attrited Customer","M",3,"Uneducated","Married","$40K - $60K","Blue",3,3,4,11091,0,0.522,1234,34,0.308,0
"2828","Existing Customer","F",4,"Graduate","Single","Less than $40K","Silver",3,1,2,10745,2084,0.847,3502,87,0.933,0.194
"2829","Existing Customer","F",2,"Doctorate","Married","Unknown","Silver",3,2,4,34516,1686,0.562,3146,66,0.65,0.049
"2830","Existing Customer","M",1,"Unknown","Single","Less than $40K","Blue",6,3,2,2590,1748,0.626,2804,52,0.486,0.675
"2831","Existing Customer","F",4,"Uneducated","Single","Less than $40K","Blue",5,2,3,2722,1473,0.737,3129,69,0.683,0.541
"2832","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",3,3,0,8228,0,0.942,4277,80,0.702,0
"2833","Existing Customer","M",2,"Unknown","Divorced","$80K - $120K","Blue",6,3,2,11777,1781,0.565,2763,62,0.879,0.151
"2834","Existing Customer","M",4,"Graduate","Married","$80K - $120K","Blue",5,1,1,34516,543,0.745,3951,76,0.9,0.016
"2835","Existing Customer","M",3,"Graduate","Divorced","$80K - $120K","Blue",5,1,3,14821,0,0.661,2876,60,0.622,0
"2836","Existing Customer","M",1,"Unknown","Single","Less than $40K","Blue",4,3,1,1438.3,928,0.851,2186,59,0.686,0.645
"2837","Existing Customer","F",2,"Unknown","Single","Less than $40K","Blue",6,3,4,6131,1270,0.913,2825,93,0.824,0.207
"2838","Existing Customer","M",5,"Graduate","Single","$80K - $120K","Blue",3,1,1,2047,665,0.605,3452,66,0.692,0.325
"2839","Existing Customer","M",3,"Graduate","Single","$80K - $120K","Blue",3,3,4,22380,1220,0.884,3756,73,0.78,0.055
"2840","Existing Customer","M",3,"Uneducated","Married","$80K - $120K","Blue",3,3,5,12893,1620,0.576,2300,60,0.463,0.126
"2841","Existing Customer","M",3,"High School","Single","Less than $40K","Blue",5,1,1,3351,1474,0.393,4294,66,0.737,0.44
"2842","Existing Customer","F",2,"Unknown","Married","Less than $40K","Blue",3,1,1,5093,2376,0.822,2341,57,0.541,0.467
"2843","Existing Customer","M",1,"Graduate","Married","$40K - $60K","Blue",5,1,1,1438.3,0,0.576,1585,37,0.609,0
"2844","Existing Customer","M",4,"College","Single","$60K - $80K","Blue",5,1,2,2165,1952,0.822,2651,81,0.841,0.902
"2845","Existing Customer","F",1,"Unknown","Single","Less than $40K","Blue",4,2,2,1927,1319,0.672,4199,77,0.75,0.684
"2846","Existing Customer","F",1,"College","Single","Unknown","Blue",6,1,1,22125,0,0.645,1994,57,0.727,0
"2847","Existing Customer","M",3,"Graduate","Married","$120K +","Blue",4,5,3,34516,2099,0.449,1756,35,0.25,0.061
"2848","Existing Customer","M",1,"Uneducated","Divorced","$120K +","Blue",6,3,2,5260,1116,0.664,2546,62,0.879,0.212
"2849","Existing Customer","F",1,"Graduate","Married","Less than $40K","Blue",6,2,2,1438.3,0,0.706,1336,32,0.882,0
"2850","Attrited Customer","F",4,"Graduate","Single","$40K - $60K","Blue",3,4,4,4333,0,0.463,1558,40,0.538,0
"2851","Existing Customer","M",4,"College","Married","Less than $40K","Blue",3,2,1,6637,0,0.675,1801,48,0.6,0
"2852","Existing Customer","M",2,"Graduate","Single","$120K +","Blue",4,3,0,3174,2462,0.772,3140,74,0.721,0.776
"2853","Existing Customer","F",2,"Uneducated","Married","Less than $40K","Blue",4,2,5,4396,1489,1.258,3942,69,0.816,0.339
"2854","Attrited Customer","M",2,"Graduate","Single","$80K - $120K","Blue",6,2,4,34516,0,0.539,1661,40,0.6,0
"2855","Existing Customer","F",3,"Graduate","Married","Less than $40K","Blue",3,2,4,1438.3,0,0.868,3637,80,0.86,0
"2856","Existing Customer","F",2,"Graduate","Single","Less than $40K","Blue",3,3,4,6853,1480,0.513,2833,70,0.556,0.216
"2857","Existing Customer","F",0,"Unknown","Married","Less than $40K","Blue",4,3,2,2570,2230,0.686,1755,42,0.448,0.868
"2858","Existing Customer","F",1,"College","Divorced","Less than $40K","Blue",5,3,2,2166,890,1.024,3563,70,0.892,0.411
"2859","Existing Customer","F",1,"College","Divorced","Unknown","Blue",4,6,3,3647,1480,0.76,2271,60,0.364,0.406
"2860","Existing Customer","M",3,"Unknown","Single","$60K - $80K","Blue",3,1,1,11684,1786,0.806,2969,88,0.796,0.153
"2861","Existing Customer","M",4,"High School","Single","$60K - $80K","Blue",6,1,4,4475,0,0.706,3367,66,0.737,0
"2862","Existing Customer","M",1,"Uneducated","Single","$60K - $80K","Blue",6,3,2,16604,1716,1.025,2580,61,0.649,0.103
"2863","Existing Customer","M",1,"High School","Married","$40K - $60K","Blue",6,2,5,5446,1885,0.643,1505,33,0.32,0.346
"2864","Existing Customer","M",3,"Uneducated","Unknown","$80K - $120K","Blue",5,1,4,28700,769,0.901,3395,71,0.578,0.027
"2865","Existing Customer","M",3,"Unknown","Married","$60K - $80K","Blue",3,1,1,2888,1676,0.534,3798,58,0.812,0.58
"2866","Existing Customer","M",2,"Graduate","Married","$60K - $80K","Blue",4,2,0,9451,1280,0.681,3179,79,0.975,0.135
"2867","Existing Customer","M",3,"Unknown","Married","$80K - $120K","Blue",3,4,5,13933,1019,0.875,3504,62,0.771,0.073
"2868","Existing Customer","M",1,"High School","Married","Less than $40K","Blue",5,2,2,6130,808,0.747,3411,78,0.592,0.132
"2869","Existing Customer","M",3,"Graduate","Married","$60K - $80K","Blue",6,2,2,15008,0,0.784,3943,85,0.771,0
"2870","Existing Customer","M",1,"High School","Married","$40K - $60K","Blue",4,1,4,4583,1586,0.828,2395,57,0.781,0.346
"2871","Attrited Customer","M",4,"Uneducated","Single","$40K - $60K","Blue",1,3,4,5268,2191,0.622,2138,40,0.429,0.416
"2872","Existing Customer","M",2,"Unknown","Married","$60K - $80K","Blue",4,2,2,14976,1463,0.635,1599,36,0.565,0.098
"2873","Existing Customer","F",3,"High School","Single","Less than $40K","Blue",3,2,4,2282,0,0.741,2751,68,0.659,0
"2874","Attrited Customer","M",3,"Unknown","Married","$80K - $120K","Blue",3,3,3,5130,0,0.407,1434,31,0.292,0
"2875","Existing Customer","F",3,"Unknown","Married","Less than $40K","Blue",4,3,2,5702,0,0.773,3928,75,0.744,0
"2876","Existing Customer","M",4,"Uneducated","Single","$80K - $120K","Blue",3,3,4,14480,0,0.703,1616,43,0.654,0
"2877","Existing Customer","M",3,"Graduate","Divorced","$40K - $60K","Blue",5,3,4,7570,1388,0.909,3849,70,0.591,0.183
"2878","Existing Customer","M",2,"Doctorate","Married","$80K - $120K","Blue",4,2,2,12878,1628,0.542,1968,59,0.735,0.126
"2879","Existing Customer","M",2,"High School","Single","$60K - $80K","Silver",5,2,3,26218,0,0.74,3925,88,0.833,0
"2880","Existing Customer","M",3,"Post-Graduate","Single","$120K +","Silver",6,1,5,34516,1323,0.934,3422,78,0.529,0.038
"2881","Existing Customer","F",3,"High School","Single","Unknown","Blue",6,3,4,2804,2090,1.248,2812,77,1.081,0.745
"2882","Existing Customer","M",1,"Graduate","Married","$40K - $60K","Blue",5,4,4,5801,1176,1.12,2987,52,0.857,0.203
"2883","Existing Customer","F",0,"High School","Married","Less than $40K","Blue",5,3,2,2271,1278,0.375,1550,33,0.65,0.563
"2884","Existing Customer","F",1,"Post-Graduate","Married","Less than $40K","Blue",6,3,3,3107,2354,1.248,2720,48,1.182,0.758
"2885","Existing Customer","F",4,"Graduate","Single","Less than $40K","Blue",5,1,2,2001,1217,0.775,3162,99,0.707,0.608
"2886","Existing Customer","M",1,"Graduate","Single","$80K - $120K","Blue",4,1,0,1438.3,0,0.865,2557,55,0.618,0
"2887","Existing Customer","M",1,"High School","Single","Unknown","Blue",4,3,5,4465,703,1.026,4044,66,0.65,0.157
"2888","Existing Customer","M",1,"Graduate","Married","$60K - $80K","Blue",6,2,3,3264,1348,0.756,1665,32,0.524,0.413
"2889","Existing Customer","M",4,"Graduate","Unknown","$80K - $120K","Blue",4,3,2,26856,0,0.581,4222,75,0.471,0
"2890","Existing Customer","M",1,"Doctorate","Single","$80K - $120K","Silver",6,3,3,34516,1435,1.13,4238,85,0.809,0.042
"2891","Existing Customer","M",4,"Uneducated","Single","$80K - $120K","Blue",4,6,3,21756,0,0.817,3063,71,0.511,0
"2892","Existing Customer","F",4,"Uneducated","Married","Less than $40K","Blue",4,1,2,4726,1551,0.544,3658,70,0.628,0.328
"2893","Attrited Customer","M",5,"Unknown","Single","$60K - $80K","Gold",2,3,4,34516,2517,0.465,1727,35,0.458,0.073
"2894","Existing Customer","F",2,"Unknown","Single","Less than $40K","Blue",6,2,2,5596,0,0.833,3212,64,0.422,0
"2895","Existing Customer","M",0,"Post-Graduate","Single","$80K - $120K","Blue",5,2,3,15326,0,1.159,2990,55,0.964,0
"2896","Existing Customer","M",1,"Unknown","Single","$80K - $120K","Blue",3,1,4,11373,1319,0.693,1976,35,0.75,0.116
"2897","Existing Customer","M",0,"Uneducated","Single","Less than $40K","Blue",3,1,5,2644,1691,0.755,3495,70,0.628,0.64
"2898","Existing Customer","F",1,"Graduate","Single","$40K - $60K","Blue",6,1,2,2673,2517,0.714,3052,63,0.75,0.942
"2899","Existing Customer","M",4,"Unknown","Married","$60K - $80K","Blue",3,4,2,7477,1752,0.294,1543,34,0.172,0.234
"2900","Existing Customer","M",4,"Graduate","Married","$80K - $120K","Blue",5,1,3,16227,917,0.479,4314,67,0.634,0.057
"2901","Existing Customer","M",2,"Unknown","Single","$80K - $120K","Blue",3,3,1,19110,2449,1,4478,76,0.727,0.128
"2902","Existing Customer","M",2,"Unknown","Single","$40K - $60K","Blue",5,1,3,2993,1265,0.579,4089,72,0.674,0.423
"2903","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",3,2,4,3290,2461,0.797,3591,80,0.739,0.748
"2904","Existing Customer","F",3,"High School","Single","Less than $40K","Silver",4,3,4,11176,2422,1.003,2682,64,0.641,0.217
"2905","Existing Customer","F",4,"High School","Married","Unknown","Blue",4,1,2,21416,0,0.702,4221,75,0.923,0
"2906","Existing Customer","M",2,"Graduate","Married","$80K - $120K","Blue",3,2,5,2492,1668,0.651,1606,32,0.882,0.669
"2907","Existing Customer","M",2,"Post-Graduate","Single","$60K - $80K","Blue",3,3,5,14265,1878,0.847,3982,58,0.871,0.132
"2908","Existing Customer","F",4,"Unknown","Single","$40K - $60K","Silver",6,3,2,16985,968,0.455,2961,56,0.647,0.057
"2909","Existing Customer","F",4,"High School","Single","Less than $40K","Blue",4,1,4,7469,1899,0.999,3150,70,0.489,0.254
"2910","Existing Customer","F",4,"Graduate","Married","Less than $40K","Blue",6,1,2,4592,2517,0.572,1470,33,0.737,0.548
"2911","Existing Customer","F",4,"Graduate","Single","Less than $40K","Blue",6,3,4,4341,0,0.613,3825,63,0.537,0
"2912","Existing Customer","M",4,"Uneducated","Divorced","$80K - $120K","Gold",6,2,2,34516,0,0.742,4077,67,0.763,0
"2913","Existing Customer","M",3,"Post-Graduate","Unknown","$60K - $80K","Silver",4,3,0,27710,0,0.777,4014,73,0.659,0
"2914","Existing Customer","F",1,"College","Single","Less than $40K","Silver",4,3,2,13431,1583,0.621,2338,71,0.69,0.118
"2915","Existing Customer","M",1,"High School","Unknown","$60K - $80K","Blue",6,3,4,2645,1499,0.67,4251,69,0.533,0.567
"2916","Existing Customer","M",3,"Doctorate","Single","$120K +","Blue",4,1,5,14028,1435,0.57,3683,73,0.738,0.102
"2917","Existing Customer","M",1,"Uneducated","Divorced","$80K - $120K","Blue",4,1,3,34516,774,0.989,3030,74,0.805,0.022
"2918","Existing Customer","M",3,"High School","Single","$80K - $120K","Blue",4,2,4,5699,1006,0.734,2835,57,0.9,0.177
